cohort_id,User,condition,class,label,final_grade
STAT0002_2021,710429,online,3,C3: Mid-variable,63.78
STAT0002_2021,710499,online,1,C1: Low-steady,54.15
STAT0002_2021,718925,online,1,C1: Low-steady,78.66
STAT0002_2021,718927,online,3,C3: Mid-variable,67.77
STAT0002_2021,718931,online,3,C3: Mid-variable,80.79
STAT0002_2021,718933,online,2,C2: High-steady,67.35
STAT0002_2021,718937,online,3,C3: Mid-variable,56.83
STAT0002_2021,718941,online,3,C3: Mid-variable,57.1
STAT0002_2021,718945,online,3,C3: Mid-variable,62.88
STAT0002_2021,718997,online,3,C3: Mid-variable,89.32
STAT0002_2021,719059,online,1,C1: Low-steady,84.12
STAT0002_2021,719067,online,3,C3: Mid-variable,40
STAT0002_2021,719081,online,2,C2: High-steady,70.71
STAT0002_2021,719083,online,1,C1: Low-steady,87.86
STAT0002_2021,719087,online,3,C3: Mid-variable,82.92
STAT0002_2021,719157,online,1,C1: Low-steady,59.75
STAT0002_2021,719219,online,3,C3: Mid-variable,82
STAT0002_2021,719243,online,2,C2: High-steady,69.84
STAT0002_2021,719255,online,1,C1: Low-steady,90.75
STAT0002_2021,719275,online,1,C1: Low-steady,68.36
STAT0002_2021,719283,online,1,C1: Low-steady,82
STAT0002_2021,738327,online,3,C3: Mid-variable,65.45
STAT0002_2021,738367,online,3,C3: Mid-variable,71.25
STAT0002_2021,738493,online,1,C1: Low-steady,73.58
STAT0002_2021,738517,online,1,C1: Low-steady,62.05
STAT0002_2021,738605,online,1,C1: Low-steady,74.83
STAT0002_2021,738619,online,3,C3: Mid-variable,79.1
STAT0002_2021,738725,online,3,C3: Mid-variable,74.84
STAT0002_2021,738729,online,1,C1: Low-steady,75.1
STAT0002_2021,738731,online,1,C1: Low-steady,64.9
STAT0002_2021,738779,online,3,C3: Mid-variable,64.23
STAT0002_2021,738837,online,3,C3: Mid-variable,67.75
STAT0002_2021,741119,online,1,C1: Low-steady,47.65
STAT0002_2021,741235,online,3,C3: Mid-variable,71.08
STAT0002_2021,741293,online,3,C3: Mid-variable,57.33
STAT0002_2021,741355,online,1,C1: Low-steady,77.66
STAT0002_2021,741497,online,3,C3: Mid-variable,75.58
STAT0002_2021,741619,online,3,C3: Mid-variable,40
STAT0002_2021,748382,online,3,C3: Mid-variable,19.43
STAT0002_2021,748395,online,1,C1: Low-steady,68.05
STAT0002_2021,748396,online,3,C3: Mid-variable,88.53
STAT0002_2021,748398,online,3,C3: Mid-variable,67.62
STAT0002_2021,748400,online,3,C3: Mid-variable,72
STAT0002_2021,748404,online,1,C1: Low-steady,81.74
STAT0002_2021,748416,online,1,C1: Low-steady,65.5
STAT0002_2021,748426,online,3,C3: Mid-variable,86.61
STAT0002_2021,748431,online,3,C3: Mid-variable,77.53
STAT0002_2021,748432,online,3,C3: Mid-variable,78.5
STAT0002_2021,748433,online,3,C3: Mid-variable,84.7
STAT0002_2021,748434,online,2,C2: High-steady,82.12
STAT0002_2021,748435,online,3,C3: Mid-variable,57.1
STAT0002_2021,748436,online,1,C1: Low-steady,61.61
STAT0002_2021,748437,online,3,C3: Mid-variable,53.9
STAT0002_2021,748439,online,2,C2: High-steady,55.2
STAT0002_2021,748440,online,2,C2: High-steady,61.05
STAT0002_2021,748442,online,2,C2: High-steady,66.78
STAT0002_2021,748444,online,3,C3: Mid-variable,92.47
STAT0002_2021,748445,online,3,C3: Mid-variable,78.58
STAT0002_2021,748446,online,3,C3: Mid-variable,66.12
STAT0002_2021,748448,online,3,C3: Mid-variable,83.74
STAT0002_2021,748449,online,2,C2: High-steady,74.5
STAT0002_2021,748451,online,3,C3: Mid-variable,72.03
STAT0002_2021,748452,online,3,C3: Mid-variable,77.92
STAT0002_2021,748453,online,1,C1: Low-steady,72.15
STAT0002_2021,748454,online,3,C3: Mid-variable,77.25
STAT0002_2021,748456,online,3,C3: Mid-variable,61.45
STAT0002_2021,748457,online,1,C1: Low-steady,4.11
STAT0002_2021,748458,online,3,C3: Mid-variable,77
STAT0002_2021,748459,online,3,C3: Mid-variable,90.44
STAT0002_2021,748460,online,3,C3: Mid-variable,70.7
STAT0002_2021,748461,online,3,C3: Mid-variable,68.91
STAT0002_2021,748462,online,1,C1: Low-steady,73.3
STAT0002_2021,748465,online,3,C3: Mid-variable,83.17
STAT0002_2021,748466,online,3,C3: Mid-variable,60.4
STAT0002_2021,748467,online,2,C2: High-steady,90.35
STAT0002_2021,748469,online,3,C3: Mid-variable,72.79
STAT0002_2021,748470,online,3,C3: Mid-variable,65.13
STAT0002_2021,748471,online,3,C3: Mid-variable,59.95
STAT0002_2021,748472,online,3,C3: Mid-variable,68.87
STAT0002_2021,748473,online,1,C1: Low-steady,47.96
STAT0002_2021,748474,online,1,C1: Low-steady,62.56
STAT0002_2021,748475,online,3,C3: Mid-variable,78.33
STAT0002_2021,748476,online,2,C2: High-steady,60.25
STAT0002_2021,748477,online,3,C3: Mid-variable,56.85
STAT0002_2021,748478,online,2,C2: High-steady,76.66
STAT0002_2021,748479,online,3,C3: Mid-variable,75.16
STAT0002_2021,748480,online,3,C3: Mid-variable,64.05
STAT0002_2021,748481,online,3,C3: Mid-variable,81.86
STAT0002_2021,748483,online,1,C1: Low-steady,74.25
STAT0002_2021,748484,online,3,C3: Mid-variable,61.45
STAT0002_2021,748486,online,3,C3: Mid-variable,64.38
STAT0002_2021,748487,online,2,C2: High-steady,59
STAT0002_2021,748488,online,2,C2: High-steady,69.21
STAT0002_2021,748928,online,3,C3: Mid-variable,57.04
STAT0002_2021,748931,online,1,C1: Low-steady,52.81
STAT0002_2021,748933,online,3,C3: Mid-variable,88.07
STAT0002_2021,748935,online,1,C1: Low-steady,51
STAT0002_2021,748937,online,1,C1: Low-steady,63.78
STAT0002_2021,748939,online,3,C3: Mid-variable,59
STAT0002_2021,748940,online,3,C3: Mid-variable,62.93
STAT0002_2021,748942,online,3,C3: Mid-variable,64.3
STAT0002_2021,758362,online,3,C3: Mid-variable,67.77
STAT0002_2021,758363,online,3,C3: Mid-variable,70.6
STAT0002_2021,758381,online,3,C3: Mid-variable,53.05
STAT0002_2021,758383,online,1,C1: Low-steady,72.44
STAT0002_2021,758385,online,3,C3: Mid-variable,53.41
STAT0002_2021,758390,online,1,C1: Low-steady,81
STAT0002_2021,758393,online,1,C1: Low-steady,61.13
STAT0002_2021,758404,online,3,C3: Mid-variable,59.65
STAT0002_2021,758409,online,3,C3: Mid-variable,82.53
STAT0002_2021,758428,online,3,C3: Mid-variable,46.83
STAT0002_2021,758430,online,1,C1: Low-steady,84.57
STAT0002_2021,758445,online,1,C1: Low-steady,55.83
STAT0002_2021,758448,online,3,C3: Mid-variable,73.12
STAT0002_2021,758451,online,3,C3: Mid-variable,81.78
STAT0002_2021,758495,online,1,C1: Low-steady,74.92
STAT0002_2021,758500,online,3,C3: Mid-variable,69.65
STAT0002_2021,758502,online,1,C1: Low-steady,72.65
STAT0002_2021,758505,online,3,C3: Mid-variable,49.68
STAT0002_2021,758526,online,1,C1: Low-steady,34.67
STAT0002_2021,758530,online,2,C2: High-steady,81.7
STAT0002_2021,758532,online,3,C3: Mid-variable,55.55
STAT0002_2021,758538,online,1,C1: Low-steady,53.32
STAT0002_2021,758539,online,1,C1: Low-steady,66.78
STAT0002_2021,758546,online,3,C3: Mid-variable,70.58
STAT0002_2021,758547,online,3,C3: Mid-variable,84.04
STAT0002_2021,758551,online,3,C3: Mid-variable,77.53
STAT0002_2021,758568,online,2,C2: High-steady,76.33
STAT0002_2021,758575,online,3,C3: Mid-variable,64
STAT0002_2021,758577,online,3,C3: Mid-variable,80.17
STAT0002_2021,758586,online,2,C2: High-steady,48.1
STAT0002_2021,758589,online,2,C2: High-steady,72.62
STAT0002_2021,758595,online,3,C3: Mid-variable,80.04
STAT0002_2021,758603,online,3,C3: Mid-variable,84.92
STAT0002_2021,758604,online,3,C3: Mid-variable,85.24
STAT0002_2021,758609,online,3,C3: Mid-variable,79.67
STAT0002_2021,758613,online,1,C1: Low-steady,61
STAT0002_2021,758614,online,1,C1: Low-steady,73.12
STAT0002_2021,758616,online,3,C3: Mid-variable,45.96
STAT0002_2021,758620,online,2,C2: High-steady,70.91
STAT0002_2021,758621,online,3,C3: Mid-variable,91.35
STAT0002_2021,758622,online,3,C3: Mid-variable,58.08
STAT0002_2021,758626,online,1,C1: Low-steady,64.75
STAT0002_2021,758630,online,3,C3: Mid-variable,80.5
STAT0002_2021,758634,online,3,C3: Mid-variable,68.77
STAT0002_2021,758635,online,3,C3: Mid-variable,69.29
STAT0002_2021,758638,online,1,C1: Low-steady,57.67
STAT0002_2021,758639,online,1,C1: Low-steady,65.33
STAT0002_2021,761016,online,3,C3: Mid-variable,75.48
STAT0002_2021,761032,online,1,C1: Low-steady,66.7
STAT0002_2021,761033,online,1,C1: Low-steady,67.71
STAT0002_2021,761039,online,3,C3: Mid-variable,85.7
STAT0002_2021,761053,online,3,C3: Mid-variable,63.48
STAT0002_2021,761055,online,3,C3: Mid-variable,67.01
STAT0002_2021,761056,online,3,C3: Mid-variable,63.4
STAT0002_2021,761057,online,1,C1: Low-steady,73.1
STAT0002_2021,761058,online,3,C3: Mid-variable,84.56
STAT0002_2021,761059,online,1,C1: Low-steady,68.45
STAT0002_2021,761060,online,1,C1: Low-steady,51.7
STAT0002_2021,761061,online,3,C3: Mid-variable,79.62
STAT0002_2021,761062,online,2,C2: High-steady,58.9
STAT0002_2021,761063,online,2,C2: High-steady,68.15
STAT0002_2021,761064,online,3,C3: Mid-variable,83.12
STAT0002_2021,761065,online,1,C1: Low-steady,85.35
STAT0002_2021,761066,online,3,C3: Mid-variable,70.14
STAT0002_2021,761067,online,1,C1: Low-steady,63.98
STAT0002_2021,761070,online,2,C2: High-steady,78.67
STAT0002_2021,761071,online,1,C1: Low-steady,61.5
STAT0002_2021,761072,online,3,C3: Mid-variable,50.5
STAT0002_2021,761073,online,3,C3: Mid-variable,68.72
STAT0002_2021,761074,online,3,C3: Mid-variable,80.33
STAT0002_2021,761075,online,3,C3: Mid-variable,69.52
STAT0002_2021,761076,online,2,C2: High-steady,77.33
STAT0002_2021,761077,online,2,C2: High-steady,85.49
STAT0002_2021,761079,online,3,C3: Mid-variable,82.89
STAT0002_2021,761080,online,3,C3: Mid-variable,64.07
STAT0002_2021,761081,online,3,C3: Mid-variable,80.17
STAT0002_2021,761083,online,2,C2: High-steady,69.95
STAT0002_2021,761084,online,1,C1: Low-steady,62.59
STAT0002_2021,761085,online,1,C1: Low-steady,59.02
STAT0002_2021,761086,online,1,C1: Low-steady,67.35
STAT0002_2021,761087,online,1,C1: Low-steady,59.33
STAT0002_2021,761088,online,3,C3: Mid-variable,86.16
STAT0002_2021,761089,online,3,C3: Mid-variable,73.08
STAT0002_2021,761090,online,3,C3: Mid-variable,76
STAT0002_2021,761091,online,1,C1: Low-steady,82.49
STAT0002_2021,761093,online,1,C1: Low-steady,63.48
STAT0002_2021,761094,online,1,C1: Low-steady,81.67
STAT0002_2021,761095,online,3,C3: Mid-variable,66.89
STAT0002_2021,761096,online,3,C3: Mid-variable,55.7
STAT0002_2021,761097,online,2,C2: High-steady,92.18
STAT0002_2021,761098,online,1,C1: Low-steady,62.5
STAT0002_2021,761099,online,3,C3: Mid-variable,55
STAT0002_2021,761100,online,3,C3: Mid-variable,56.75
STAT0002_2021,761101,online,3,C3: Mid-variable,70.9
STAT0002_2021,761102,online,3,C3: Mid-variable,69.71
STAT0002_2021,761103,online,1,C1: Low-steady,77.33
STAT0002_2021,761104,online,1,C1: Low-steady,63.06
STAT0002_2021,761105,online,1,C1: Low-steady,69.84
STAT0002_2021,761106,online,3,C3: Mid-variable,64.02
STAT0002_2021,761107,online,2,C2: High-steady,80.28
STAT0002_2021,761108,online,1,C1: Low-steady,51.67
STAT0002_2021,761109,online,2,C2: High-steady,50.15
STAT0002_2021,761110,online,2,C2: High-steady,67
STAT0002_2021,761111,online,1,C1: Low-steady,64.66
STAT0002_2021,761112,online,3,C3: Mid-variable,60.37
STAT0002_2021,761113,online,2,C2: High-steady,81.32
STAT0002_2021,761114,online,3,C3: Mid-variable,42.55
STAT0002_2021,761115,online,3,C3: Mid-variable,50.28
STAT0002_2021,761116,online,3,C3: Mid-variable,59.18
STAT0002_2021,761117,online,1,C1: Low-steady,70.6
STAT0002_2021,761118,online,1,C1: Low-steady,63.53
STAT0002_2021,761119,online,1,C1: Low-steady,57.56
STAT0002_2021,761120,online,1,C1: Low-steady,61.75
STAT0002_2021,761121,online,3,C3: Mid-variable,83.45
STAT0002_2021,761123,online,2,C2: High-steady,73.45
STAT0002_2021,761124,online,3,C3: Mid-variable,61.08
STAT0002_2021,761125,online,1,C1: Low-steady,76.67
STAT0002_2021,761126,online,3,C3: Mid-variable,16.5
STAT0002_2021,761127,online,1,C1: Low-steady,46
STAT0002_2021,761128,online,1,C1: Low-steady,40
STAT0002_2021,761129,online,3,C3: Mid-variable,78.17
STAT0002_2021,761130,online,2,C2: High-steady,85.61
STAT0002_2021,761131,online,3,C3: Mid-variable,62.13
STAT0002_2021,761132,online,1,C1: Low-steady,51.51
STAT0002_2021,761133,online,2,C2: High-steady,57.07
STAT0002_2021,761134,online,3,C3: Mid-variable,85.16
STAT0002_2021,761135,online,1,C1: Low-steady,76
STAT0002_2021,761136,online,3,C3: Mid-variable,78.5
STAT0002_2021,761137,online,3,C3: Mid-variable,72.62
STAT0002_2021,761138,online,2,C2: High-steady,47.75
STAT0002_2021,761140,online,3,C3: Mid-variable,58.42
STAT0002_2021,761141,online,3,C3: Mid-variable,56.77
STAT0002_2021,761142,online,1,C1: Low-steady,66
STAT0002_2021,761143,online,3,C3: Mid-variable,71.47
STAT0002_2021,761144,online,1,C1: Low-steady,54.83
STAT0002_2021,761145,online,1,C1: Low-steady,65.62
STAT0002_2021,761146,online,3,C3: Mid-variable,40
STAT0002_2021,761147,online,1,C1: Low-steady,91.39
STAT0002_2021,761148,online,3,C3: Mid-variable,71.75
STAT0002_2021,761149,online,2,C2: High-steady,51.84
STAT0002_2021,761150,online,1,C1: Low-steady,47.73
STAT0002_2021,761151,online,3,C3: Mid-variable,66
STAT0002_2021,761152,online,3,C3: Mid-variable,61.15
STAT0002_2021,761153,online,2,C2: High-steady,83.58
STAT0002_2021,761154,online,3,C3: Mid-variable,74.97
STAT0002_2021,761155,online,3,C3: Mid-variable,67.71
STAT0002_2021,761156,online,3,C3: Mid-variable,61.58
STAT0002_2021,761158,online,3,C3: Mid-variable,43.08
STAT0002_2021,761159,online,3,C3: Mid-variable,68.91
STAT0002_2021,761160,online,1,C1: Low-steady,48.37
STAT0002_2021,761162,online,3,C3: Mid-variable,46.82
STAT0002_2021,761164,online,3,C3: Mid-variable,77.67
STAT0002_2021,761165,online,3,C3: Mid-variable,63.5
STAT0002_2021,761166,online,3,C3: Mid-variable,60.25
STAT0002_2021,761167,online,2,C2: High-steady,82.7
STAT0002_2021,761169,online,3,C3: Mid-variable,60.68
STAT0002_2021,761170,online,3,C3: Mid-variable,62.8
STAT0002_2021,761171,online,1,C1: Low-steady,64.15
STAT0002_2021,761172,online,3,C3: Mid-variable,74.2
STAT0002_2021,761173,online,3,C3: Mid-variable,73.6
STAT0002_2021,761174,online,1,C1: Low-steady,65.32
STAT0002_2021,761175,online,2,C2: High-steady,75.83
STAT0002_2021,761176,online,3,C3: Mid-variable,64
STAT0002_2021,761177,online,2,C2: High-steady,59.5
STAT0002_2021,761178,online,1,C1: Low-steady,46.52
STAT0002_2021,761179,online,3,C3: Mid-variable,74.73
STAT0002_2021,762471,online,2,C2: High-steady,54.15
STAT0002_2021,762700,online,1,C1: Low-steady,65.25
STAT0002_2021,762701,online,1,C1: Low-steady,56.75
STAT0002_2021,762702,online,1,C1: Low-steady,44.75
STAT0002_2021,762705,online,1,C1: Low-steady,12
STAT0002_2021,762706,online,1,C1: Low-steady,65.43
STAT0002_2021,762711,online,1,C1: Low-steady,54.92
STAT0002_2021,762714,online,1,C1: Low-steady,54.92
STAT0002_2021,762717,online,3,C3: Mid-variable,64.25
STAT0002_2021,762724,online,1,C1: Low-steady,53.04
STAT0002_2021,762726,online,3,C3: Mid-variable,60.7
STAT0002_2021,762736,online,1,C1: Low-steady,47.7
STAT0002_2021,762745,online,1,C1: Low-steady,49.88
STAT0002_2021,762750,online,1,C1: Low-steady,49.02
STAT0002_2021,762761,online,3,C3: Mid-variable,73.12
STAT0002_2021,762770,online,1,C1: Low-steady,83.67
STAT0002_2021,763305,online,3,C3: Mid-variable,65.97
STAT0002_2021,763318,online,1,C1: Low-steady,64.32
STAT0002_2021,763422,online,2,C2: High-steady,78.9
STAT0002_2021,763423,online,3,C3: Mid-variable,71.41
STAT0002_2021,763424,online,1,C1: Low-steady,40.73
STAT0002_2021,763787,online,1,C1: Low-steady,88.9
STAT0002_2021,763790,online,3,C3: Mid-variable,75.57
STAT0002_2021,763791,online,1,C1: Low-steady,63.84
STAT0002_2021,764228,online,3,C3: Mid-variable,57.5
STAT0002_2021,764234,online,1,C1: Low-steady,69.45
STAT0002_2021,764237,online,1,C1: Low-steady,64.53
STAT0002_2021,764238,online,3,C3: Mid-variable,68.75
STAT0002_2021,764239,online,3,C3: Mid-variable,79.84
STAT0002_2021,764240,online,1,C1: Low-steady,40
STAT0002_2021,764241,online,1,C1: Low-steady,45.02
STAT0002_2021,764242,online,1,C1: Low-steady,69.62
STAT0002_2021,764243,online,3,C3: Mid-variable,60.7
STAT0002_2021,764244,online,2,C2: High-steady,69.43
STAT0002_2021,764245,online,3,C3: Mid-variable,78.12
STAT0002_2021,764246,online,1,C1: Low-steady,69.41
STAT0002_2021,764811,online,1,C1: Low-steady,57.75
STAT0002_2021,764815,online,3,C3: Mid-variable,89.32
STAT0002_2021,764816,online,3,C3: Mid-variable,66.3
STAT0002_2021,764819,online,3,C3: Mid-variable,63.75
STAT0002_2021,764820,online,3,C3: Mid-variable,77.66
STAT0002_2021,764821,online,3,C3: Mid-variable,73.3
STAT0002_2021,764822,online,1,C1: Low-steady,68.06
STAT0002_2021,765792,online,1,C1: Low-steady,50.59
STAT0002_2021,765797,online,3,C3: Mid-variable,80.17
STAT0002_2021,765798,online,3,C3: Mid-variable,71.28
STAT0002_2021,765799,online,3,C3: Mid-variable,71.77
STAT0002_2021,765801,online,3,C3: Mid-variable,50.43
STAT0002_2021,765803,online,1,C1: Low-steady,40
STAT0002_2021,765804,online,2,C2: High-steady,83.45
STAT0002_2021,765805,online,3,C3: Mid-variable,57.7
STAT0002_2021,765806,online,2,C2: High-steady,79.13
STAT0002_2021,765886,online,1,C1: Low-steady,45.64
STAT0002_2021,766105,online,1,C1: Low-steady,61.23
STAT0002_2021,766106,online,3,C3: Mid-variable,74.75
STAT0002_2021,766111,online,3,C3: Mid-variable,61
STAT0002_2021,766112,online,3,C3: Mid-variable,72.8
STAT0002_2021,766113,online,3,C3: Mid-variable,64
STAT0002_2021,766218,online,3,C3: Mid-variable,66.67
STAT0002_2021,766220,online,3,C3: Mid-variable,78.67
STAT0002_2021,766221,online,2,C2: High-steady,88.86
STAT0002_2021,766491,online,1,C1: Low-steady,57.21
STAT0002_2021,766492,online,1,C1: Low-steady,73.58
STAT0002_2021,766493,online,3,C3: Mid-variable,80.03
STAT0002_2021,766494,online,1,C1: Low-steady,3.75
STAT0002_2021,766495,online,3,C3: Mid-variable,59.93
STAT0002_2021,767353,online,1,C1: Low-steady,65.62
STAT0002_2021,767357,online,2,C2: High-steady,86.74
STAT0002_2021,767360,online,3,C3: Mid-variable,53.27
STAT0002_2021,767361,online,1,C1: Low-steady,65.88
STAT0002_2021,768131,online,3,C3: Mid-variable,76.67
STAT0002_2021,768626,online,1,C1: Low-steady,64.6
STAT0002_2021,769814,online,1,C1: Low-steady,63.25
STAT0002_2021,83157,online,1,C1: Low-steady,40
STAT0002_2021,90245,online,1,C1: Low-steady,65.94
STAT0002_2223,719175,in_person,1,C1: Low-steady,52.3495
STAT0002_2223,761168,in_person,1,C1: Low-steady,29.5955
STAT0002_2223,787047,in_person,1,C1: Low-steady,53.974
STAT0002_2223,787771,in_person,3,C3: Mid-variable,68.3
STAT0002_2223,788212,in_person,3,C3: Mid-variable,62.2635
STAT0002_2223,788243,in_person,1,C1: Low-steady,20.787
STAT0002_2223,795048,in_person,1,C1: Low-steady,48.889
STAT0002_2223,799571,in_person,2,C2: High-steady,78.1295
STAT0002_2223,800384,in_person,1,C1: Low-steady,45.406
STAT0002_2223,810731,in_person,2,C2: High-steady,47.1875
STAT0002_2223,811384,in_person,3,C3: Mid-variable,45.87
STAT0002_2223,811765,in_person,3,C3: Mid-variable,68.216
STAT0002_2223,811818,in_person,3,C3: Mid-variable,66.919
STAT0002_2223,833842,in_person,1,C1: Low-steady,77.4195
STAT0002_2223,833846,in_person,1,C1: Low-steady,83.9425
STAT0002_2223,833847,in_person,1,C1: Low-steady,71.6645
STAT0002_2223,833856,in_person,1,C1: Low-steady,46.0615
STAT0002_2223,833857,in_person,1,C1: Low-steady,56.165
STAT0002_2223,833860,in_person,3,C3: Mid-variable,79.0255
STAT0002_2223,833874,in_person,1,C1: Low-steady,77.532
STAT0002_2223,833882,in_person,3,C3: Mid-variable,50.586
STAT0002_2223,833890,in_person,1,C1: Low-steady,64.5855
STAT0002_2223,833906,in_person,3,C3: Mid-variable,64.2985
STAT0002_2223,833907,in_person,3,C3: Mid-variable,85.1645
STAT0002_2223,833917,in_person,1,C1: Low-steady,44.06
STAT0002_2223,833947,in_person,1,C1: Low-steady,45.348
STAT0002_2223,833948,in_person,3,C3: Mid-variable,63.331
STAT0002_2223,833958,in_person,3,C3: Mid-variable,87.8785
STAT0002_2223,833967,in_person,1,C1: Low-steady,63.2905
STAT0002_2223,834023,in_person,3,C3: Mid-variable,66.301
STAT0002_2223,834044,in_person,3,C3: Mid-variable,87.2705
STAT0002_2223,834068,in_person,1,C1: Low-steady,93.6405
STAT0002_2223,834070,in_person,3,C3: Mid-variable,75.7075
STAT0002_2223,834073,in_person,1,C1: Low-steady,65.1585
STAT0002_2223,834089,in_person,3,C3: Mid-variable,79.8945
STAT0002_2223,834093,in_person,1,C1: Low-steady,77.167
STAT0002_2223,834097,in_person,3,C3: Mid-variable,89.6705
STAT0002_2223,834106,in_person,3,C3: Mid-variable,85.5985
STAT0002_2223,834118,in_person,2,C2: High-steady,79.5595
STAT0002_2223,834127,in_person,3,C3: Mid-variable,82.5285
STAT0002_2223,834131,in_person,2,C2: High-steady,61.419
STAT0002_2223,834133,in_person,3,C3: Mid-variable,66.5425
STAT0002_2223,834134,in_person,3,C3: Mid-variable,72.334
STAT0002_2223,834135,in_person,3,C3: Mid-variable,68.0245
STAT0002_2223,834142,in_person,1,C1: Low-steady,66.338
STAT0002_2223,834147,in_person,1,C1: Low-steady,74.944
STAT0002_2223,834161,in_person,1,C1: Low-steady,63.593
STAT0002_2223,834162,in_person,1,C1: Low-steady,51.354
STAT0002_2223,834163,in_person,2,C2: High-steady,74.8015
STAT0002_2223,834164,in_person,3,C3: Mid-variable,40.4625
STAT0002_2223,834165,in_person,3,C3: Mid-variable,73.157
STAT0002_2223,834167,in_person,2,C2: High-steady,82.7905
STAT0002_2223,834169,in_person,3,C3: Mid-variable,69.5515
STAT0002_2223,834170,in_person,3,C3: Mid-variable,77.2035
STAT0002_2223,834171,in_person,3,C3: Mid-variable,61.5405
STAT0002_2223,834172,in_person,3,C3: Mid-variable,76.2885
STAT0002_2223,834173,in_person,3,C3: Mid-variable,83.7545
STAT0002_2223,834174,in_person,3,C3: Mid-variable,89.2245
STAT0002_2223,834175,in_person,3,C3: Mid-variable,62.2365
STAT0002_2223,834176,in_person,3,C3: Mid-variable,71.498
STAT0002_2223,834177,in_person,3,C3: Mid-variable,62.469
STAT0002_2223,834178,in_person,1,C1: Low-steady,66.71
STAT0002_2223,834179,in_person,1,C1: Low-steady,59.346
STAT0002_2223,834180,in_person,3,C3: Mid-variable,56.7215
STAT0002_2223,834181,in_person,3,C3: Mid-variable,72.299
STAT0002_2223,834182,in_person,1,C1: Low-steady,70.1685
STAT0002_2223,834183,in_person,2,C2: High-steady,84.5635
STAT0002_2223,834184,in_person,3,C3: Mid-variable,71.8535
STAT0002_2223,834185,in_person,3,C3: Mid-variable,73.0705
STAT0002_2223,834186,in_person,1,C1: Low-steady,78.167
STAT0002_2223,834187,in_person,3,C3: Mid-variable,78.3315
STAT0002_2223,834188,in_person,3,C3: Mid-variable,75.806
STAT0002_2223,834189,in_person,3,C3: Mid-variable,70.351
STAT0002_2223,834190,in_person,3,C3: Mid-variable,63.649
STAT0002_2223,834191,in_person,2,C2: High-steady,74.9475
STAT0002_2223,834193,in_person,1,C1: Low-steady,78.6395
STAT0002_2223,834194,in_person,1,C1: Low-steady,74.7845
STAT0002_2223,834195,in_person,3,C3: Mid-variable,60.2635
STAT0002_2223,834196,in_person,3,C3: Mid-variable,74.1285
STAT0002_2223,834197,in_person,3,C3: Mid-variable,63.336
STAT0002_2223,834198,in_person,1,C1: Low-steady,53.205
STAT0002_2223,834199,in_person,2,C2: High-steady,79.143
STAT0002_2223,834200,in_person,2,C2: High-steady,76.0545
STAT0002_2223,834201,in_person,3,C3: Mid-variable,69.872
STAT0002_2223,834202,in_person,3,C3: Mid-variable,65.937
STAT0002_2223,834203,in_person,1,C1: Low-steady,80.2155
STAT0002_2223,834204,in_person,1,C1: Low-steady,68.423
STAT0002_2223,834205,in_person,3,C3: Mid-variable,56.8775
STAT0002_2223,834206,in_person,3,C3: Mid-variable,78.0815
STAT0002_2223,834207,in_person,2,C2: High-steady,68.92
STAT0002_2223,834208,in_person,1,C1: Low-steady,80.4975
STAT0002_2223,834209,in_person,3,C3: Mid-variable,69.029
STAT0002_2223,834210,in_person,2,C2: High-steady,72.8005
STAT0002_2223,834212,in_person,3,C3: Mid-variable,66.9885
STAT0002_2223,834213,in_person,2,C2: High-steady,75.3775
STAT0002_2223,834215,in_person,3,C3: Mid-variable,75.1505
STAT0002_2223,834216,in_person,3,C3: Mid-variable,72.4855
STAT0002_2223,834218,in_person,2,C2: High-steady,86.8885
STAT0002_2223,834219,in_person,3,C3: Mid-variable,76.199
STAT0002_2223,834220,in_person,3,C3: Mid-variable,40.616
STAT0002_2223,834222,in_person,2,C2: High-steady,81.202
STAT0002_2223,834223,in_person,1,C1: Low-steady,50.546
STAT0002_2223,834224,in_person,1,C1: Low-steady,42.578
STAT0002_2223,834225,in_person,1,C1: Low-steady,78.7725
STAT0002_2223,834226,in_person,3,C3: Mid-variable,66.639
STAT0002_2223,834227,in_person,3,C3: Mid-variable,74.4625
STAT0002_2223,834228,in_person,2,C2: High-steady,69.96
STAT0002_2223,834229,in_person,2,C2: High-steady,82.8035
STAT0002_2223,834230,in_person,1,C1: Low-steady,67.894
STAT0002_2223,834231,in_person,3,C3: Mid-variable,89.489
STAT0002_2223,834232,in_person,1,C1: Low-steady,46.798
STAT0002_2223,834233,in_person,2,C2: High-steady,83.402
STAT0002_2223,834234,in_person,1,C1: Low-steady,73.479
STAT0002_2223,834235,in_person,3,C3: Mid-variable,72.1835
STAT0002_2223,834237,in_person,3,C3: Mid-variable,52.6955
STAT0002_2223,834238,in_person,1,C1: Low-steady,62.5045
STAT0002_2223,834239,in_person,1,C1: Low-steady,48.2885
STAT0002_2223,834240,in_person,2,C2: High-steady,89.6725
STAT0002_2223,834241,in_person,1,C1: Low-steady,72.619
STAT0002_2223,834242,in_person,3,C3: Mid-variable,75.841
STAT0002_2223,834243,in_person,1,C1: Low-steady,66.6715
STAT0002_2223,834244,in_person,1,C1: Low-steady,75.7735
STAT0002_2223,834245,in_person,2,C2: High-steady,83.5505
STAT0002_2223,834246,in_person,1,C1: Low-steady,50.588
STAT0002_2223,834247,in_person,3,C3: Mid-variable,68.7025
